 product_name,product_category_tree,brand,discounted_price,description
MCB Exports Mini 6 Drawer Chest Showpiece  -  28 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> MCB Exports Ethnic""]",MCB Exports,3299,"MCB Exports Mini 6 Drawer Chest Showpiece  -  28 cm (Wooden, Brass, Multicolor)
                         Price: Rs. 3,299
				
			Mini Wooden-Brass Multicolor Chest,
Dimension:18x13x28 cms
Mini Wooden-Brass Multicolor Chest,
Dimension:18x13x28 cms"
Shoppingtara Paper Mache 3 Piece Elephant Home Decor Gift Showpiece  -  4 cm,"[""Home Decor & Festive Needs >> Showpieces >> Shoppingtara Showpieces""]",Shoppingtara,489,"Shoppingtara Paper Mache 3 Piece Elephant Home Decor Gift Showpiece  -  4 cm (Paper Mache, Multicolor)
                         Price: Rs. 489
				
			This handcrafted elephant is a set of 3 piece elephants made of Chinese Paper Mache art. They have been decorated with enamel paint and lacquer polish. The size of the elephants is in increasing order of 2.5 inch, 3 inch and 3.5 inch. It is an exclusive show piece for your drawing room; sure to be admired by your guests.
This handcrafted elephant is a set of 3 piece elephants made of Chinese Paper Mache art. They have been decorated with enamel paint and lacquer polish. The size of the elephants is in increasing order of 2.5 inch, 3 inch and 3.5 inch. It is an exclusive show piece for your drawing room; sure to be admired by your guests."
Surface180 Fascinating Antique Style Wooden Three Drawer Box Showpiece  -  20 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Ethnic >> Surface180 Ethnic""]",Surface180,1257,Buy Surface180 Fascinating Antique Style Wooden Three Drawer Box Showpiece  -  20 cm for Rs.1257 online. Surface180 Fascinating Antique Style Wooden Three Drawer Box Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Tatvaarts Ashta Lakshmi (Bronze-Finish) Showpiece  -  27.94 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Tatvaarts Ethnic""]",Tatvaarts,12500,"Tatvaarts Ashta Lakshmi (Bronze-Finish) Showpiece  -  27.94 cm (Brass, Gold)
                         Price: Rs. 12,500
				
			Your home décor is the reflection of your taste, so decorate it as you want. A home is more than just a house, and decor is more than just furnishings. Home decoration is an art and reveals a lot about the choice and preferences of individuals.  A house can instantly transform to a home when it is beautified with the right kind of home decoration items. Set a theme for your home décor and beautify it with products that will perfectly fit in. This Elephant Ganesh Carved from the house of Thar Handicrafts Bangalore is made of brass and have a fine yellow color finish.
Your home décor is the reflection of your taste, so decorate it as you want. A home is more than just a house, and decor is more than just furnishings. Home decoration is an art and reveals a lot about the choice and preferences of individuals.  A house can instantly transform to a home when it is beautified with the right kind of home decoration items. Set a theme for your home décor and beautify it with products that will perfectly fit in. This Elephant Ganesh Carved from the house of Thar Handicrafts Bangalore is made of brass and have a fine yellow color finish."
Monil Round Kundan Studded Analog 5.08 cm Showpiece  -  30.48 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Monil Ethnic""]",Monil,999,Buy Monil Round Kundan Studded Analog 5.08 cm Showpiece  -  30.48 cm for Rs.999 online. Monil Round Kundan Studded Analog 5.08 cm Showpiece  -  30.48 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
The Crystal Jewel Reiki Symbols carved on Lapiz Lazuli Pyramid Showpiece  -  3 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> The Crystal Jewel Showpieces""]",The Crystal Jewel,650,Buy The Crystal Jewel Reiki Symbols carved on Lapiz Lazuli Pyramid Showpiece  -  3 cm for Rs.650 online. The Crystal Jewel Reiki Symbols carved on Lapiz Lazuli Pyramid Showpiece  -  3 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Unique Design Ashoka Pillar 6 Inch Showpiece  -  15 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Unique Design Ethnic""]",Unique Design,329,Buy Unique Design Ashoka Pillar 6 Inch Showpiece  -  15 cm for Rs.329 online. Unique Design Ashoka Pillar 6 Inch Showpiece  -  15 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
MCB Exports Iron Decorative Pot Showpiece  -  61 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> MCB Exports Ethnic""]",MCB Exports,4199,"MCB Exports Iron Decorative Pot Showpiece  -  61 cm (Iron, Multicolor)
                         Price: Rs. 4,199
				
			Iron Painted Decorative Pot
Iron Painted Decorative Pot"
Villcart Warli Wall Piece - 1 Showpiece  -  22.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Villcart Showpieces""]",Villcart,504,Buy Villcart Warli Wall Piece - 1 Showpiece  -  22.5 cm for Rs.504 online. Villcart Warli Wall Piece - 1 Showpiece  -  22.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Seema's Craft Creation Shubh - Laabh (Flower) Showpiece  -  11 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Seema's Craft Creation Ethnic""]",Seema's Craft Creation,599,Buy Seema's Craft Creation Shubh - Laabh (Flower) Showpiece  -  11 cm for Rs.599 online. Seema's Craft Creation Shubh - Laabh (Flower) Showpiece  -  11 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Sunvi Rajasthani Stonework Pooja Chopra Showpiece  -  12 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Sunvi Ethnic""]",Sunvi,239,Buy Sunvi Rajasthani Stonework Pooja Chopra Showpiece  -  12 cm for Rs.239 online. Sunvi Rajasthani Stonework Pooja Chopra Showpiece  -  12 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Unravel India Showpiece  -  6.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Unravel India Showpieces""]",Unravel India,1799,Buy Unravel India Showpiece  -  6.5 cm for Rs.1799 online. Unravel India Showpiece  -  6.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
The Crystal Jewel Chakra colour Bonded Pyramid Showpiece  -  4 cm,"[""Home Decor & Festive Needs >> Showpieces >> The Crystal Jewel Showpieces""]",The Crystal Jewel,650,Buy The Crystal Jewel Chakra colour Bonded Pyramid Showpiece  -  4 cm for Rs.650 online. The Crystal Jewel Chakra colour Bonded Pyramid Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Saum Creation Hand crafted Terracotta Men Women Mask Showpiece  -  32 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Saum Creation Ethnic""]",Saum Creation,450,Buy Saum Creation Hand crafted Terracotta Men Women Mask Showpiece  -  32 cm for Rs.450 online. Saum Creation Hand crafted Terracotta Men Women Mask Showpiece  -  32 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Ravishing Variety Statue Showpiece  -  30 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Ravishing Variety Ethnic""]",Ravishing Variety,830,"Ravishing Variety Statue Showpiece  -  30 cm (Brass, Gold)
                         Price: Rs. 830
				
			This Dokra Style Statue is made of brass decoring your home,room,dinning room etc. improving shining of your home. It gives an attactive look to your guests. It can be used for gifting purpose as well. Its just a smal model of Real Iron.
This Dokra Style Statue is made of brass decoring your home,room,dinning room etc. improving shining of your home. It gives an attactive look to your guests. It can be used for gifting purpose as well. Its just a smal model of Real Iron."
RoyalsCart KTH505 Showpiece  -  33 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> RoyalsCart Ethnic""]",RoyalsCart,2499,Buy RoyalsCart KTH505 Showpiece  -  33 cm for Rs.2499 online. RoyalsCart KTH505 Showpiece  -  33 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
SAC FA-SW-28X28 Showpiece  -  89 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> SAC Ethnic""]",SAC,1099,Buy SAC FA-SW-28X28 Showpiece  -  89 cm for Rs.1099 online. SAC FA-SW-28X28 Showpiece  -  89 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Sovam International Peacock With Meena Art Showpiece  -  4 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Sovam International Ethnic""]",Sovam International,1100,Buy Sovam International Peacock With Meena Art Showpiece  -  4 cm for Rs.1100 online. Sovam International Peacock With Meena Art Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Sovam International Marble Elephant Showpiece  -  4 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Sovam International Ethnic""]",Sovam International,429,"Sovam International Marble Elephant Showpiece  -  4 cm (Stoneware, Multicolor)
                         Price: Rs. 429
				
			This Enamel Work Elephant pair is made of pure brass. The elephant figures have been beautifully carved in Lac with small glass pieces. It is an ideal decorative item for your house. The gift piece has been prepared by the master artisans of Jaipur.
This Enamel Work Elephant pair is made of pure brass. The elephant figures have been beautifully carved in Lac with small glass pieces. It is an ideal decorative item for your house. The gift piece has been prepared by the master artisans of Jaipur."
MCB Exports Mini 6 Drawer Chest Showpiece  -  33 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> MCB Exports Ethnic""]",MCB Exports,4699,"MCB Exports Mini 6 Drawer Chest Showpiece  -  33 cm (Wooden, Brass, Multicolor)
                         Price: Rs. 4,699
				
			Mini 6 Drawers Chest with Brass Fitted, Dimension: 23x16x33 cms
Mini 6 Drawers Chest with Brass Fitted, Dimension: 23x16x33 cms"
Lal Haveli Lamp Cum Flower Vase Showpiece  -  50 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Lal Haveli Ethnic""]",Lal Haveli,4559,"Lal Haveli Lamp Cum Flower Vase Showpiece  -  50 cm (Glass, Multicolor)
                         Price: Rs. 4,559
				
			Indian handmade colorful decorative piece made of glass, can be use as flower vase, candle holder or like a planter. It can be a very unique and ethnic candle holder by the night. When lit up it makes a mesmerizing rainbow colored pattern all around it. It is totally handcrafted by the artisan of Rajasthan. It will give your home a traditional style. So buy and decorate to your home with this beautiful candle holder cum planter cum flower vase from India.
Indian handmade colorful decorative piece made of glass, can be use as flower vase, candle holder or like a planter. It can be a very unique and ethnic candle holder by the night. When lit up it makes a mesmerizing rainbow colored pattern all around it. It is totally handcrafted by the artisan of Rajasthan. It will give your home a traditional style. So buy and decorate to your home with this beautiful candle holder cum planter cum flower vase from India."
Krg Enterprises Lord Radha Krishna Idol With Cow Showpiece  -  6 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Krg Enterprises Ethnic""]",Krg Enterprises,648,"Krg Enterprises Lord Radha Krishna Idol With Cow Showpiece  -  6 cm (Brass, White)
                         Price: Rs. 648
				
			This Handcrafted Antique Idol Of Lord Radha Krishna With Cow Is Made Of Pure White Metal. The Idol Is Polished To Give It Alluring Antique Look. The Gift Piece Has Been Prepared By The Creative Artisans Of Jaipur.
This Handcrafted Antique Idol Of Lord Radha Krishna With Cow Is Made Of Pure White Metal. The Idol Is Polished To Give It Alluring Antique Look. The Gift Piece Has Been Prepared By The Creative Artisans Of Jaipur."
Miracle Furnishings Gemstone Wooden Box Showpiece  -  3.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Miracle Furnishings Ethnic""]",Miracle Furnishings,199,Buy Miracle Furnishings Gemstone Wooden Box Showpiece  -  3.5 cm for Rs.199 online. Miracle Furnishings Gemstone Wooden Box Showpiece  -  3.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Wink Showpiece  -  6.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Wink Showpieces""]",Wink,1499,Buy Wink Showpiece  -  6.5 cm for Rs.1499 online. Wink Showpiece  -  6.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Miracle Furnishings Gemstone Wooden Box Showpiece  -  3.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Miracle Furnishings Ethnic""]",Miracle Furnishings,299,Buy Miracle Furnishings Gemstone Wooden Box Showpiece  -  3.5 cm for Rs.299 online. Miracle Furnishings Gemstone Wooden Box Showpiece  -  3.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Marwar Antique Graham Bell Telephone with Dial Showpiece  -  30 cm,"[""Home Decor & Festive Needs >> Showpieces >> Marwar Showpieces""]",Marwar,7499,Buy Marwar Antique Graham Bell Telephone with Dial Showpiece  -  30 cm for Rs.7499 online. Marwar Antique Graham Bell Telephone with Dial Showpiece  -  30 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm,"[""Home Decor & Festive Needs >> Showpieces >> S C Handicrafts Showpieces""]",S C Handicrafts,8500,Buy S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm for Rs.8500 online. S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Kraftnation Terracotta White Bottle Red Tribal Pot Showpiece  -  23.75 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Kraftnation Ethnic""]",Kraftnation,650,"Kraftnation Terracotta White Bottle Red Tribal Pot Showpiece  -  23.75 cm (Terracotta, Multicolor)
                         Price: Rs. 650
				
			Accentuate the beauty of your home decor with this unique piece of art. It is a handmade terracotta pot, done very creatively with a terracotta figure of a tribal man holding it. There is an amazing paint work done on the pot making it more adorable.
Accentuate the beauty of your home decor with this unique piece of art. It is a handmade terracotta pot, done very creatively with a terracotta figure of a tribal man holding it. There is an amazing paint work done on the pot making it more adorable."
Purpledip Kattle Showpiece  -  15 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Purpledip Ethnic""]",Purpledip,1505,"Purpledip Kattle Showpiece  -  15 cm (Steel, Multicolor)
                         Price: Rs. 1,505
				
			Painted by the artisans of Rajasthan, this steel teapot brings good cheer & color to your teatime. Use it as a decorative piece to adorn your dining table or gift it as an Indian curio. Can hold hot beverages
Painted by the artisans of Rajasthan, this steel teapot brings good cheer & color to your teatime. Use it as a decorative piece to adorn your dining table or gift it as an Indian curio. Can hold hot beverages"
